task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error,single_observation_status,single_predicted_answer,single_quality,single_is_correct,single_input_tokens,single_output_tokens,single_total_tokens,single_wall_clock_ms,single_api_latency_ms,single_cost_usd,single_logical_calls,single_api_attempts,single_transport_retries,single_format_repairs,single_fallback,single_fallback_type,single_finish_reason,single_truncated,single_truncated_attempts,single_failure_reason,single_scoring_error
harp::1979::AHSME::15,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,33826.0,3305.0,37131.0,26724.0,52156.0,0.0070569,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,525.0,71.0,596.0,1300.0,1299.0,0.00012135,1.0,1,0,0,False,,stop,False,0,,
harp::1985::AJHSME::23,train,harp,complete,5,1.0,0.0,1.0,1.0,1.0,1.0,32951.0,3949.0,36900.0,25662.0,53108.0,0.00731205,35.0,repair>neutral>neutral>neutral,,,complete,B,0.0,False,445.0,105.0,550.0,1946.0,1945.0,0.00012975,1.0,1,0,0,False,,stop,False,0,,
harp::2016::AMC_10B::6,test,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,34522.0,6471.0,40993.0,54401.0,84988.0,0.0090609,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,434.0,103.0,537.0,1584.0,1583.0,0.0001269,1.0,1,0,0,False,,stop,False,0,,
harp::2021::AMC_10A::2,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,34823.0,4766.0,39589.0,28114.0,58510.0,0.00808305,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,438.0,94.0,532.0,1539.0,1538.0,0.00012209999999999999,1.0,1,0,0,False,,stop,False,0,,
harp::1986::AHSME::24,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31859.0,3251.0,35110.0,21767.0,46242.0,0.006729449999999999,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,474.0,90.0,564.0,1331.0,1331.0,0.0001251,1.0,1,0,0,False,,stop,False,0,,
harp::1980::AHSME::13,test,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,34726.0,3368.0,38094.0,24387.0,49424.0,0.0072296999999999995,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,548.0,89.0,637.0,1580.0,1580.0,0.0001356,1.0,1,0,0,False,,stop,False,0,,
harp::2002::AMC_12A::22,validation,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,42299.0,4249.0,46548.0,26877.0,53176.0,0.00889425,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,649.0,90.0,739.0,1225.0,1225.0,0.00015135,1.0,1,0,0,False,,stop,False,0,,
harp::1991::AJHSME::1,train,harp,complete,5,1.0,0.0,1.0,1.0,1.0,1.0,30499.0,3193.0,33692.0,22587.0,48449.0,0.00649065,35.0,repair>neutral>neutral>neutral,,,complete,C,0.0,False,442.0,101.0,543.0,1433.0,1432.0,0.0001269,1.0,1,0,0,False,,stop,False,0,,
harp::2016::AMC_12B::7,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32192.0,2814.0,35006.0,19837.0,41997.0,0.0065172,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,511.0,56.0,567.0,1012.0,1011.0,0.00011025,1.0,1,0,0,False,,stop,False,0,,
harp::1960::AHSME::38,train,harp,complete,5,0.0,1.0,1.0,0.0,0.0,0.0,43097.0,3778.0,46875.0,26596.0,52272.0,0.00857775,35.0,neutral>harm>neutral>neutral,,,complete,C,0.0,False,733.0,66.0,799.0,1227.0,1227.0,0.00014955,1.0,1,0,0,False,,stop,False,0,,
harp::2019::AMC_12B::15,test,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,49166.0,5540.0,54706.0,41942.0,73459.0,0.010698899999999999,35.0,neutral>neutral>neutral>neutral,,,complete,E,0.0,False,821.0,218.0,1039.0,4506.0,4505.0,0.00025394999999999997,1.0,1,0,0,False,,stop,False,0,,
harp::2003::AMC_12A::3,train,harp,complete,5,1.0,1.0,0.0,1.0,1.0,1.0,32598.0,3717.0,36315.0,23651.0,49684.0,0.007119899999999999,35.0,harm>recovery>neutral>neutral,,,complete,A,0.0,False,451.0,71.0,522.0,1535.0,1535.0,0.00011025,1.0,1,0,0,False,,stop,False,0,,
harp::2017::AMC_12B::6,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,32670.0,3884.0,36554.0,27391.0,54511.0,0.007230899999999999,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,450.0,137.0,587.0,2265.0,2265.0,0.00014969999999999998,1.0,1,0,0,False,,stop,False,0,,
harp::1980::AHSME::3,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33383.0,4158.0,37541.0,42047.0,69954.0,0.00750225,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,449.0,100.0,549.0,2040.0,2039.0,0.00012735,1.0,1,0,0,False,,stop,False,0,,
harp::1987::AJHSME::19,train,harp,complete,5,1.0,0.0,0.0,1.0,1.0,1.0,34423.0,3899.0,38322.0,25461.0,53822.0,0.00750285,35.0,neutral>repair>neutral>neutral,,,complete,D,0.0,False,495.0,73.0,568.0,1226.0,1225.0,0.00011805,1.0,1,0,0,False,,stop,False,0,,
harp::2012::AMC_10A::15,train,harp,complete,5,0.0,1.0,1.0,0.0,0.0,0.0,38386.0,4095.0,42481.0,28396.0,55609.0,0.008214899999999999,35.0,neutral>harm>neutral>neutral,,,complete,(D),0.0,False,600.0,139.0,739.0,1974.0,1973.0,0.00017339999999999999,1.0,1,0,0,False,,stop,False,0,,
harp::2004::AMC_10A::1,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,30443.0,3208.0,33651.0,21772.0,46483.0,0.00649125,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,429.0,73.0,502.0,1638.0,1638.0,0.00010814999999999999,1.0,1,0,0,False,,stop,False,0,,
harp::1977::AHSME::19,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,35775.0,3281.0,39056.0,25561.0,49269.0,0.00733485,35.0,neutral>neutral>neutral>neutral,,,complete,E,0.0,False,537.0,62.0,599.0,1432.0,1432.0,0.00011775,1.0,1,0,0,False,,stop,False,0,,
harp::1957::AHSME::37,validation,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,40243.0,3329.0,43572.0,24525.0,48627.0,0.008033849999999999,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,675.0,90.0,765.0,1331.0,1330.0,0.00015525,1.0,1,0,0,False,,stop,False,0,,
harp::2021_Fall::AMC_10B::15,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,40986.0,4138.0,45124.0,24328.0,51234.0,0.008630699999999998,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,675.0,123.0,798.0,1442.0,1442.0,0.00017505,1.0,1,0,0,False,,stop,False,0,,
harp::1991::AJHSME::5,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,78862.0,3922.0,82784.0,27199.0,56515.0,0.014057699999999998,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,1658.0,84.0,1742.0,1332.0,1331.0,0.00029909999999999995,1.0,1,0,0,False,,stop,False,0,,
harp::2019::AMC_12A::13,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,30993.0,3320.0,34313.0,23919.0,46507.0,0.00664095,35.0,neutral>neutral>neutral>neutral,,,complete,E,0.0,False,439.0,94.0,533.0,1302.0,1301.0,0.00012225,1.0,1,0,0,False,,stop,False,0,,
harp::1984::AHSME::8,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32198.0,3309.0,35507.0,22712.0,46292.0,0.006815099999999999,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,480.0,95.0,575.0,1415.0,1414.0,0.000129,1.0,1,0,0,False,,stop,False,0,,
harp::1998::AHSME::2,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33697.0,4310.0,38007.0,26681.0,56925.0,0.00764055,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,449.0,109.0,558.0,2318.0,2317.0,0.00013275,1.0,1,0,0,False,,stop,False,0,,
harp::2014::AMC_10A::17,test,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31599.0,3590.0,35189.0,25253.0,51628.0,0.006893849999999999,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,449.0,79.0,528.0,1330.0,1330.0,0.00011475,1.0,1,0,0,False,,stop,False,0,,
harp::1952::AHSME::24,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,38340.0,3862.0,42202.0,26887.0,52594.0,0.0080682,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,624.0,122.0,746.0,2141.0,2141.0,0.00016680000000000002,1.0,1,0,0,False,,stop,False,0,,
harp::1984::AHSME::13,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31137.0,2540.0,33677.0,24135.0,44161.0,0.00619455,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,501.0,98.0,599.0,1434.0,1433.0,0.00013394999999999998,1.0,1,0,0,False,,stop,False,0,,
harp::1969::AHSME::2,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33438.0,3873.0,37311.0,26379.0,52219.0,0.0073395,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,475.0,129.0,604.0,1946.0,1945.0,0.00014864999999999998,1.0,1,0,0,False,,stop,False,0,,
harp::2005::AMC_8::11,train,harp,complete,5,1.0,0.0,1.0,1.0,1.0,1.0,35246.0,3691.0,38937.0,28323.0,52550.0,0.0075015,35.0,repair>neutral>neutral>neutral,,,complete,(B) $\textdollar 0.53$,0.0,False,547.0,131.0,678.0,2924.0,2924.0,0.00016064999999999997,1.0,1,0,0,False,,stop,False,0,,
harp::2020::AMC_12A::25,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,37464.0,4954.0,42418.0,29988.0,61209.0,0.008592,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,517.0,89.0,606.0,1434.0,1433.0,0.00013094999999999998,1.0,1,0,0,False,,stop,False,0,,
harp::1991::AJHSME::2,validation,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,29567.0,3253.0,32820.0,22899.0,47335.0,0.00638685,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,406.0,120.0,526.0,1636.0,1636.0,0.0001329,1.0,1,0,0,False,,stop,False,0,,
harp::2006::AMC_12A::14,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33746.0,3706.0,37452.0,23820.0,49073.0,0.0072855,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,486.0,90.0,576.0,1434.0,1433.0,0.0001269,1.0,1,0,0,False,,stop,False,0,,
harp::1971::AHSME::27,train,harp,complete,5,1.0,0.0,0.0,0.0,0.0,1.0,33580.0,4310.0,37890.0,26789.0,53555.0,0.007623,35.0,neutral>neutral>neutral>repair,,,complete,B,0.0,False,453.0,110.0,563.0,1433.0,1432.0,0.00013394999999999998,1.0,1,0,0,False,,stop,False,0,,
harp::1984::AHSME::23,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,30284.0,2421.0,32705.0,19931.0,41302.0,0.005995199999999999,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,494.0,63.0,557.0,1125.0,1124.0,0.0001119,1.0,1,0,0,False,,stop,False,0,,
harp::1962::AHSME::3,train,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31651.0,3458.0,35109.0,28176.0,53768.0,0.006822449999999999,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,436.0,74.0,510.0,1989.0,1988.0,0.00010979999999999999,1.0,1,0,0,False,,stop,False,0,,
harp::2021_Fall::AMC_12A::7,validation,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,37711.0,6560.0,44271.0,48498.0,76517.0,0.00959265,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,527.0,171.0,698.0,2562.0,2561.0,0.00018164999999999997,1.0,1,0,0,False,,stop,False,0,,
harp::2011::AMC_12A::3,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32409.0,3749.0,36158.0,31703.0,60163.0,0.00711075,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,447.0,117.0,564.0,2356.0,2356.0,0.00013725,1.0,1,0,0,False,,stop,False,0,,
harp::2004::AMC_8::25,validation,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,34854.0,3608.0,38462.0,23240.0,47870.0,0.0073929,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,538.0,71.0,609.0,1330.0,1330.0,0.00012330000000000002,1.0,1,0,0,False,,stop,False,0,,
harp::1997::AHSME::6,test,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31932.0,3445.0,35377.0,23820.0,48101.0,0.006856800000000001,35.0,neutral>neutral>neutral>neutral,,,complete,E,0.0,False,455.0,61.0,516.0,1331.0,1331.0,0.00010485,1.0,1,0,0,False,,stop,False,0,,
harp::2008::AMC_8::19,validation,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36433.0,4355.0,40788.0,26474.0,53365.0,0.00807795,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,530.0,85.0,615.0,1468.0,1468.0,0.0001305,1.0,1,0,0,False,,stop,False,0,,
