task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error,single_observation_status,single_predicted_answer,single_quality,single_is_correct,single_input_tokens,single_output_tokens,single_total_tokens,single_wall_clock_ms,single_api_latency_ms,single_cost_usd,single_logical_calls,single_api_attempts,single_transport_retries,single_format_repairs,single_fallback,single_fallback_type,single_finish_reason,single_truncated,single_truncated_attempts,single_failure_reason,single_scoring_error
mmlupro::test::5632,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35631.0,3698.0,39329.0,34779.0,73528.0,0.005005207200000001,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,515.0,62.0,577.0,1227.0,1227.0,5.433680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::9553,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39180.0,5133.0,44313.0,32727.0,72574.0,0.0059038672,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,531.0,85.0,616.0,1432.0,1432.0,6.301680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::6910,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40054.0,5239.0,45293.0,35221.0,77143.0,0.0060559072,35.0,neutral>neutral>neutral>neutral,,,complete,J,1.0,True,536.0,75.0,611.0,1504.0,1504.0,6.0916800000000006e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::10162,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35773.0,4274.0,40047.0,33441.0,71129.0,0.005186367200000001,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,491.0,59.0,550.0,1229.0,1228.0,5.013680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::8526,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,38322.0,5297.0,43619.0,47676.0,103793.0,0.0058296672,35.0,neutral>neutral>neutral>neutral,,,complete,J,1.0,True,505.0,52.0,557.0,1863.0,1862.0,5.013680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::6774,validation,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,32803.0,3514.0,36317.0,29501.0,64062.0,0.0045577672,35.0,neutral>neutral>neutral>neutral,,,complete,(A),0.0,False,469.0,36.0,505.0,1509.0,1508.0,4.061680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::3217,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,30086.0,3040.0,33126.0,25929.0,57349.0,0.0037812431999999997,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,422.0,52.0,474.0,1230.0,1229.0,2.0955200000000002e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::8695,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38586.0,4890.0,43476.0,54847.0,123125.0,0.0057526672,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,514.0,59.0,573.0,1945.0,1944.0,5.3356800000000004e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::6418,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,39863.0,5278.0,45141.0,39984.0,82331.0,0.0060400872,35.0,neutral>neutral>neutral>neutral,,,complete,H,1.0,True,534.0,61.0,595.0,1336.0,1335.0,5.6716800000000006e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4227,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40077.0,5295.0,45372.0,35133.0,72399.0,0.0060748072,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,531.0,102.0,633.0,1601.0,1601.0,6.777680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4556,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,54498.0,7069.0,61567.0,42074.0,87584.0,0.0085904672,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,2000.0,32927.0,34927.0,140124.0,140120.0,0.009359067200000001,1.0,2,0,1,False,,stop,True,1,,
mmlupro::test::9877,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,37939.0,4204.0,42143.0,40508.0,90466.0,0.0054700072,35.0,neutral>neutral>neutral>neutral,,,complete,G,0.0,False,558.0,74.0,632.0,1741.0,1740.0,6.371680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::10434,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33394.0,3874.0,37268.0,29243.0,64748.0,0.0047413072,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,457.0,54.0,511.0,1327.0,1326.0,4.39768e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1739,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,47215.0,5534.0,52749.0,51561.0,116156.0,0.007141047200000001,35.0,neutral>neutral>neutral>neutral,,,complete,G,1.0,True,724.0,57.0,781.0,5222.0,5221.0,8.219680000000003e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::6386,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,39507.0,4997.0,44504.0,35074.0,72618.0,0.0059115672000000005,35.0,neutral>neutral>neutral>neutral,,,complete,D,0.0,False,558.0,109.0,667.0,1716.0,1716.0,7.351680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::3540,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32928.0,3682.0,36610.0,30580.0,66034.0,0.004622307200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,449.0,49.0,498.0,1016.0,1015.0,4.14568e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::8442,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41204.0,3864.0,45068.0,44808.0,99794.0,0.005831907200000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,680.0,54.0,734.0,2048.0,2047.0,7.51968e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::3223,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39092.0,3448.0,42540.0,28418.0,61948.0,0.0047172832,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,652.0,54.0,706.0,1335.0,1335.0,1.8592e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1850,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35429.0,3611.0,39040.0,40714.0,88904.0,0.004952567200000001,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,534.0,42.0,576.0,1739.0,1738.0,5.13968e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::9515,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,45074.0,7217.0,52291.0,49008.0,102286.0,0.007312547200000001,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,526.0,159.0,685.0,2252.0,2251.0,8.30368e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::10447,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36794.0,4884.0,41678.0,33279.0,69923.0,0.005500107200000001,35.0,neutral>neutral>neutral>neutral,,,complete,H,1.0,True,468.0,114.0,582.0,1699.0,1698.0,6.23168e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4401,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,53036.0,7906.0,60942.0,49017.0,102334.0,0.008620147199999999,35.0,neutral>neutral>neutral>neutral,,,complete,I,1.0,True,708.0,95.0,803.0,1741.0,1740.0,9.05968e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::11564,test,mmlu_pro,complete,5,1.0,0.0,0.0,0.0,1.0,1.0,74041.0,45032.0,119073.0,243052.0,303732.0,0.021921004,35.0,neutral>neutral>repair>neutral,,,complete,A,0.0,False,844.0,91.0,935.0,1638.0,1637.0,0.00010851680000000002,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::9986,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,44382.0,5967.0,50349.0,39302.0,87941.0,0.006865667200000001,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,592.0,121.0,713.0,2743.0,2742.0,8.16368e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::7471,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,33642.0,3218.0,36860.0,31084.0,61975.0,0.004592347200000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,0.0,False,516.0,52.0,568.0,1228.0,1227.0,5.1676800000000006e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::361,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,34348.0,3700.0,38048.0,39790.0,84121.0,0.004826147200000001,35.0,neutral>neutral>neutral>neutral,,,complete,I,1.0,True,506.0,39.0,545.0,1344.0,1343.0,4.66368e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::5532,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,33095.0,3695.0,36790.0,37437.0,79730.0,0.004649327200000001,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,461.0,46.0,507.0,1843.0,1842.0,4.2296800000000005e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::10972,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33324.0,3580.0,36904.0,32719.0,70331.0,0.0046491872,35.0,neutral>neutral>neutral>neutral,,,complete,G,1.0,True,469.0,59.0,528.0,2060.0,2059.0,4.7056800000000007e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::2130,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,34922.0,3494.0,38416.0,31289.0,67020.0,0.004848827200000001,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,524.0,59.0,583.0,1329.0,1328.0,5.4756800000000004e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4097,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,56748.0,41153.0,97901.0,218008.0,269622.0,0.018343617600000004,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,735.0,147.0,882.0,2421.0,2420.0,0.0001089368,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::5383,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32091.0,3508.0,35599.0,35085.0,72946.0,0.004456407200000001,35.0,neutral>neutral>neutral>neutral,,,complete,H,1.0,True,447.0,41.0,488.0,1125.0,1124.0,3.89368e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1621,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,54308.0,4288.0,58596.0,41335.0,89754.0,0.0077851872,35.0,neutral>neutral>neutral>neutral,,,complete,G,1.0,True,1001.0,84.0,1085.0,1539.0,1538.0,0.00012853680000000003,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::7842,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38274.0,5202.0,43476.0,46746.0,105569.0,0.0057963472,35.0,neutral>neutral>neutral>neutral,,,complete,H,0.0,False,486.0,188.0,674.0,9729.0,9728.0,8.555680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::11736,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36020.0,3815.0,39835.0,33661.0,70302.0,0.005092427200000001,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,534.0,45.0,579.0,1218.0,1217.0,5.22368e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::968,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,47929.0,4340.0,52269.0,41733.0,89461.0,0.0069066872,35.0,neutral>neutral>neutral>neutral,,,complete,H,1.0,True,820.0,92.0,912.0,2565.0,2565.0,0.00010543680000000001,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1915,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,47467.0,3852.0,51319.0,54742.0,109102.0,0.0067053672,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,843.0,88.0,931.0,10650.0,10650.0,0.00010753680000000001,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4839,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32160.0,3532.0,35692.0,33025.0,74677.0,0.004472787200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,442.0,49.0,491.0,1229.0,1228.0,4.0476800000000005e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::2895,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39920.0,4212.0,44132.0,36925.0,81275.0,0.005134931200000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,605.0,134.0,739.0,2663.0,2662.0,8.70968e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::2032,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35020.0,3395.0,38415.0,32522.0,70764.0,0.004834827200000001,35.0,neutral>neutral>neutral>neutral,,,complete,I,1.0,True,535.0,54.0,589.0,1538.0,1538.0,5.48968e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::7433,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,43130.0,4648.0,47778.0,35291.0,72645.0,0.0063210672,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,674.0,74.0,748.0,1536.0,1536.0,7.99568e-05,1.0,1,0,0,False,,stop,False,0,,
