task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error,single_observation_status,single_predicted_answer,single_quality,single_is_correct,single_input_tokens,single_output_tokens,single_total_tokens,single_wall_clock_ms,single_api_latency_ms,single_cost_usd,single_logical_calls,single_api_attempts,single_transport_retries,single_format_repairs,single_fallback,single_fallback_type,single_finish_reason,single_truncated,single_truncated_attempts,single_failure_reason,single_scoring_error
mmlupro::test::10434,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31910.0,4043.0,35953.0,31504.0,57221.0,0.0072123,35.0,neutral>neutral>neutral>neutral,,,complete,(A) 12500,0.0,False,434.0,70.0,504.0,1433.0,1433.0,0.00010709999999999999,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1739,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,40202.0,3442.0,43644.0,23511.0,51029.0,0.0080955,35.0,neutral>neutral>neutral>neutral,,,complete,D,0.0,False,695.0,108.0,803.0,1945.0,1945.0,0.00016905000000000002,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::6386,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,34178.0,3097.0,37275.0,24183.0,48821.0,0.0069849,35.0,neutral>neutral>neutral>neutral,,,complete,D,0.0,False,540.0,61.0,601.0,1434.0,1433.0,0.0001176,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::3540,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,30931.0,3447.0,34378.0,24946.0,51820.0,0.00670785,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,426.0,82.0,508.0,1639.0,1638.0,0.0001131,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::8442,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,37612.0,2928.0,40540.0,21052.0,45372.0,0.0073986,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,655.0,59.0,714.0,1331.0,1330.0,0.00013365,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::3223,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,37067.0,3013.0,40080.0,20749.0,44192.0,0.0073678500000000004,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,633.0,60.0,693.0,1229.0,1228.0,0.00013094999999999998,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1850,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,31462.0,2523.0,33985.0,21669.0,44087.0,0.0062331,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,506.0,57.0,563.0,1126.0,1125.0,0.00011009999999999999,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::9515,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,33994.0,3662.0,37656.0,30270.0,57562.0,0.0072962999999999995,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,501.0,84.0,585.0,1536.0,1535.0,0.00012555,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::10447,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,30645.0,3045.0,33690.0,24690.0,49246.0,0.00642375,35.0,neutral>neutral>neutral>neutral,,,complete,H,1.0,True,443.0,74.0,517.0,1637.0,1637.0,0.00011085,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4401,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,41294.0,4184.0,45478.0,31597.0,61147.0,0.0087045,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,688.0,82.0,770.0,1687.0,1686.0,0.00015240000000000002,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::11564,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,43829.0,3193.0,47022.0,23704.0,48149.0,0.00849015,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,821.0,65.0,886.0,1198.0,1197.0,0.00016214999999999998,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::9986,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,37338.0,3963.0,41301.0,28938.0,60617.0,0.0079785,35.0,neutral>neutral>neutral>neutral,,,complete,H,0.0,False,580.0,95.0,675.0,1536.0,1535.0,0.000144,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::7471,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,32484.0,2994.0,35478.0,21108.0,46330.0,0.006668999999999999,35.0,neutral>neutral>neutral>neutral,,,complete,D,0.0,False,503.0,61.0,564.0,1174.0,1173.0,0.00011205000000000001,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::361,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31349.0,2874.0,34223.0,24205.0,48907.0,0.006426749999999999,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,482.0,41.0,523.0,1244.0,1243.0,9.69e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::5532,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,29270.0,2734.0,32004.0,21055.0,44212.0,0.0060309,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,435.0,46.0,481.0,1127.0,1126.0,9.285e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::10972,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,29512.0,2767.0,32279.0,21307.0,44722.0,0.006087,35.0,neutral>neutral>neutral>neutral,,,complete,G,1.0,True,439.0,55.0,494.0,1741.0,1741.0,9.884999999999999e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::2130,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,31895.0,2780.0,34675.0,21261.0,43984.0,0.00645225,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,499.0,48.0,547.0,1126.0,1125.0,0.00010364999999999999,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4097,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,44642.0,4288.0,48930.0,38256.0,69967.0,0.0092691,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,761.0,65.0,826.0,1227.0,1226.0,0.00015314999999999998,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::5383,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,30018.0,3259.0,33277.0,23513.0,48729.0,0.0064581,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,424.0,44.0,468.0,1024.0,1023.0,9e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1621,train,mmlu_pro,complete,5,0.0,1.0,0.0,0.0,0.0,0.0,51326.0,4048.0,55374.0,26277.0,57534.0,0.010127699999999998,35.0,harm>neutral>neutral>neutral,,,complete,I,0.0,False,970.0,63.0,1033.0,1240.0,1240.0,0.0001833,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::7842,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,32549.0,3742.0,36291.0,26687.0,53390.0,0.007127549999999999,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,461.0,75.0,536.0,1535.0,1535.0,0.00011415,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::11736,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,31885.0,2733.0,34618.0,19413.0,43617.0,0.00642255,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,509.0,51.0,560.0,1126.0,1125.0,0.00010694999999999998,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::968,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,42887.0,2943.0,45830.0,20896.0,45818.0,0.00819885,35.0,neutral>neutral>neutral>neutral,,,complete,F,0.0,False,802.0,45.0,847.0,1064.0,1063.0,0.0001473,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::1915,validation,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,43242.0,3055.0,46297.0,23609.0,49683.0,0.0083193,35.0,neutral>neutral>neutral>neutral,,,complete,F,0.0,False,808.0,55.0,863.0,1228.0,1227.0,0.00015419999999999998,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::4839,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,29485.0,3080.0,32565.0,24021.0,49656.0,0.00627075,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,416.0,58.0,474.0,1329.0,1328.0,9.719999999999999e-05,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::2895,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38477.0,4393.0,42870.0,30059.0,59628.0,0.008407350000000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,583.0,73.0,656.0,1649.0,1649.0,0.00013125,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::2032,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,31853.0,2720.0,34573.0,22488.0,45187.0,0.00640995,35.0,neutral>neutral>neutral>neutral,,,complete,I,1.0,True,509.0,56.0,565.0,1194.0,1193.0,0.00010994999999999999,1.0,1,0,0,False,,stop,False,0,,
mmlupro::test::7433,validation,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,39194.0,3722.0,42916.0,25815.0,54253.0,0.0081123,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,649.0,60.0,709.0,1278.0,1277.0,0.00013335,1.0,1,0,0,False,,stop,False,0,,
