task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error,single_observation_status,single_predicted_answer,single_quality,single_is_correct,single_input_tokens,single_output_tokens,single_total_tokens,single_wall_clock_ms,single_api_latency_ms,single_cost_usd,single_logical_calls,single_api_attempts,single_transport_retries,single_format_repairs,single_fallback,single_fallback_type,single_finish_reason,single_truncated,single_truncated_attempts,single_failure_reason,single_scoring_error
harp::1980::AHSME::3,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,34630.0,56768.0,91398.0,191167.0,381971.0,0.0244387,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,448.0,1006.0,1454.0,6486.0,6486.0,0.0004248,1.0,1,0,0,False,,stop,False,0,,
harp::1987::AJHSME::19,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,34574.0,46771.0,81345.0,150588.0,309093.0,0.020437100000000003,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,494.0,576.0,1070.0,4099.0,4098.0,0.0002551,1.0,1,0,0,False,,stop,False,0,,
harp::2012::AMC_10A::15,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40264.0,48019.0,88283.0,156935.0,318575.0,0.0212208,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,599.0,694.0,1293.0,5582.0,5581.0,0.00030755,1.0,1,0,0,False,,stop,False,0,,
harp::2004::AMC_10A::1,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,29599.0,34396.0,63995.0,112390.0,226890.0,0.015238350000000003,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,428.0,491.0,919.0,3582.0,3581.0,0.0002178,1.0,1,0,0,False,,stop,False,0,,
harp::1977::AHSME::19,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,43984.0,256906.0,300890.0,793562.0,1599427.0,0.1049616,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,536.0,2639.0,3175.0,16591.0,16590.0,0.0010824,1.0,1,0,0,False,,stop,False,0,,
harp::1957::AHSME::37,validation,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,47209.0,110051.0,157260.0,326715.0,665089.0,0.04638085,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,674.0,1812.0,2486.0,11789.0,11789.0,0.0007585000000000001,1.0,1,0,0,False,,stop,False,0,,
harp::2021_Fall::AMC_10B::15,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,51278.0,169262.0,220540.0,525435.0,1001072.0,0.0702687,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,674.0,3229.0,3903.0,17364.0,17363.0,0.0013253000000000002,1.0,1,0,0,False,,stop,False,0,,
harp::1991::AJHSME::5,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,76573.0,65686.0,142259.0,266920.0,475335.0,0.030103050000000003,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,1657.0,5651.0,7308.0,39833.0,39832.0,0.00234325,1.0,1,0,0,False,,stop,False,0,,
harp::2019::AMC_12A::13,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39096.0,121662.0,160758.0,494464.0,1066111.0,0.05061960000000001,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,438.0,3490.0,3928.0,28354.0,28353.0,0.0014179000000000001,1.0,1,0,0,False,,stop,False,0,,
harp::1984::AHSME::8,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42317.0,152650.0,194967.0,543066.0,975156.0,0.06317584999999999,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,479.0,4439.0,4918.0,27076.0,27076.0,0.0017995500000000002,1.0,1,0,0,False,,stop,False,0,,
harp::1998::AHSME::2,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36172.0,63539.0,99711.0,192232.0,400248.0,0.0272242,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,448.0,1365.0,1813.0,7922.0,7922.0,0.0005683999999999999,1.0,1,0,0,False,,stop,False,0,,
harp::2014::AMC_10A::17,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35372.0,78505.0,113877.0,246549.0,474636.0,0.0331706,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,448.0,2102.0,2550.0,11468.0,11467.0,0.0008632000000000001,1.0,1,0,0,False,,stop,False,0,,
harp::1952::AHSME::24,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,43724.0,73216.0,116940.0,258571.0,525620.0,0.0314726,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,623.0,1057.0,1680.0,7575.0,7574.0,0.00045395,1.0,1,0,0,False,,stop,False,0,,
harp::1984::AHSME::13,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,37340.0,65534.0,102874.0,199577.0,425524.0,0.0280806,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,500.0,1244.0,1744.0,7987.0,7987.0,0.0005226,1.0,1,0,0,False,,stop,False,0,,
harp::1969::AHSME::2,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35383.0,46348.0,81731.0,176589.0,340622.0,0.020308350000000003,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,474.0,735.0,1209.0,5161.0,5160.0,0.00031769999999999997,1.0,1,0,0,False,,stop,False,0,,
harp::2005::AMC_8::11,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38421.0,58000.0,96421.0,191679.0,362781.0,0.02512105,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,546.0,907.0,1453.0,5886.0,5885.0,0.00039010000000000005,1.0,1,0,0,False,,stop,False,0,,
harp::2020::AMC_12A::25,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,48107.0,310815.0,358922.0,1097468.0,2455078.0,0.12673135,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,516.0,16182.0,16698.0,99945.0,99944.0,0.0064986,1.0,1,0,0,False,,stop,False,0,,
harp::1991::AJHSME::2,validation,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,29151.0,35725.0,64876.0,125566.0,246958.0,0.01574755,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,405.0,431.0,836.0,3406.0,3405.0,0.00019265,1.0,1,0,0,False,,stop,False,0,,
harp::2006::AMC_12A::14,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36247.0,83676.0,119923.0,255523.0,537396.0,0.03528275,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,485.0,1561.0,2046.0,10368.0,10367.0,0.0006486500000000001,1.0,1,0,0,False,,stop,False,0,,
harp::1971::AHSME::27,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,37628.0,78245.0,115873.0,249371.0,519181.0,0.033179400000000005,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,452.0,943.0,1395.0,6144.0,6143.0,0.00039980000000000007,1.0,1,0,0,False,,stop,False,0,,
harp::1984::AHSME::23,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35099.0,45925.0,81024.0,145142.0,304648.0,0.02012495,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,493.0,888.0,1381.0,6555.0,6555.0,0.00037985000000000004,1.0,1,0,0,False,,stop,False,0,,
harp::1962::AHSME::3,train,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32717.0,45012.0,77729.0,169985.0,354813.0,0.01964065,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,435.0,735.0,1170.0,6351.0,6350.0,0.00031575,1.0,1,0,0,False,,stop,False,0,,
harp::2021_Fall::AMC_12A::7,validation,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38643.0,63310.0,101953.0,189200.0,400726.0,0.02725615,35.0,neutral>neutral>neutral>neutral,,,complete,E,1.0,True,526.0,1404.0,1930.0,10437.0,10437.0,0.0005878999999999999,1.0,1,0,0,False,,stop,False,0,,
harp::2011::AMC_12A::3,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,32898.0,50251.0,83149.0,158684.0,314365.0,0.021745300000000002,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,446.0,835.0,1281.0,6554.0,6553.0,0.0003563,1.0,1,0,0,False,,stop,False,0,,
harp::2004::AMC_8::25,validation,harp,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,46308.0,311969.0,358277.0,892049.0,1887647.0,0.127103,35.0,neutral>neutral>neutral>neutral,,,complete,A,0.0,False,537.0,11685.0,12222.0,69241.0,69240.0,0.00470085,1.0,1,0,0,False,,stop,False,0,,
harp::1997::AHSME::6,test,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33332.0,44918.0,78250.0,150588.0,306802.0,0.0196338,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,454.0,645.0,1099.0,4302.0,4301.0,0.0002807,1.0,1,0,0,False,,stop,False,0,,
harp::2008::AMC_8::19,validation,harp,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38186.0,86537.0,124723.0,257695.0,509586.0,0.036524100000000004,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,529.0,2186.0,2715.0,11877.0,11876.0,0.0009008500000000001,1.0,1,0,0,False,,stop,False,0,,
