task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error
mmlupro::test::11564,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,53594.0,185237.0,238831.0,651224.0,1244126.0,0.0767745,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9986,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40718.0,81886.0,122604.0,287443.0,575850.0,0.0347903,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7471,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,32700.0,44275.0,76975.0,162441.0,331379.0,0.019345,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::361,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,31349.0,47087.0,78436.0,179394.0,313902.0,0.02040225,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::5532,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,31219.0,46130.0,77349.0,175523.0,344430.0,0.02001295,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10972,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,31236.0,38241.0,69477.0,147322.0,277245.0,0.0168582,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2130,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33598.0,46667.0,80265.0,191234.0,343560.0,0.020346700000000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4097,test,mmlu_pro,complete,5,1.0,0.0,0.0,1.0,1.0,1.0,48289.0,89666.0,137955.0,271939.0,603948.0,0.03828085,35.0,neutral>repair>neutral>neutral,,
mmlupro::test::5383,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,29565.0,35181.0,64746.0,131750.0,258720.0,0.015550650000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1621,train,mmlu_pro,complete,5,1.0,0.0,0.0,1.0,1.0,1.0,53390.0,107998.0,161388.0,304605.0,693293.0,0.045868700000000005,35.0,neutral>repair>neutral>neutral,,
mmlupro::test::7842,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35387.0,60578.0,95965.0,211408.0,425833.0,0.02600055,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::11736,train,mmlu_pro,complete,5,0.0,1.0,0.0,0.0,0.0,0.0,34153.0,65675.0,99828.0,246126.0,465887.0,0.02797765,35.0,harm>neutral>neutral>neutral,,
mmlupro::test::968,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,46392.0,69436.0,115828.0,255749.0,490437.0,0.030094,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1915,validation,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,46271.0,89737.0,136008.0,303482.0,646160.0,0.03820835000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4839,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,30391.0,44855.0,75246.0,164822.0,326005.0,0.019461549999999998,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2895,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39444.0,71049.0,110493.0,229810.0,466200.0,0.030391800000000004,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2032,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33116.0,42886.0,76002.0,160835.0,307437.0,0.0188102,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7433,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42653.0,92861.0,135514.0,289502.0,633240.0,0.03927705,35.0,neutral>neutral>neutral>neutral,,
