task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error,single_observation_status,single_predicted_answer,single_quality,single_is_correct,single_input_tokens,single_output_tokens,single_total_tokens,single_wall_clock_ms,single_api_latency_ms,single_cost_usd,single_logical_calls,single_api_attempts,single_transport_retries,single_format_repairs,single_fallback,single_fallback_type,single_finish_reason,single_truncated,single_truncated_attempts,single_failure_reason,single_scoring_error
logiqa2::train::76,train,logiqa,complete,5,1.0,0.0,1.0,1.0,1.0,1.0,39876.0,5095.0,44971.0,53420.0,123095.0,0.005990667200000001,35.0,repair>neutral>neutral>neutral,,,complete,C,0.0,False,566.0,71.0,637.0,1916.0,1915.0,6.39968e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::dev::3537,validation,logiqa,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,45033.0,5708.0,50741.0,37300.0,76810.0,0.0068842872,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,662.0,80.0,742.0,1592.0,1591.0,7.99568e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::13921,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,44515.0,4896.0,49411.0,45732.0,100337.0,0.0065844072000000005,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,687.0,104.0,791.0,2354.0,2353.0,9.017680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::10570,test,logiqa,complete,5,0.0,1.0,1.0,0.0,0.0,0.0,99180.0,83770.0,182950.0,279103.0,506205.0,0.035812940800000005,35.0,neutral>harm>neutral>neutral,,,complete,D,1.0,True,636.0,154.0,790.0,2151.0,2151.0,9.70368e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::13880,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,44141.0,5476.0,49617.0,43893.0,94498.0,0.0066944472,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,642.0,87.0,729.0,2149.0,2148.0,7.911680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::4773,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39562.0,4392.0,43954.0,41837.0,89944.0,0.005749867200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,593.0,80.0,673.0,1790.0,1789.0,7.029680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::13029,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36526.0,3836.0,40362.0,38763.0,84545.0,0.005169147200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,546.0,80.0,626.0,2158.0,2157.0,6.371680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::572,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40284.0,5346.0,45630.0,44067.0,90898.0,0.0061180672000000005,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,547.0,90.0,637.0,2451.0,2450.0,6.665680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::879,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,34680.0,3019.0,37699.0,33134.0,73764.0,0.004681947200000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,556.0,58.0,614.0,1432.0,1432.0,5.895680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::5536,train,logiqa,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,37228.0,4292.0,41520.0,39944.0,84152.0,0.005395107200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,523.0,66.0,589.0,1771.0,1770.0,5.6576800000000004e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::7944,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39445.0,3394.0,42839.0,38668.0,88133.0,0.0054540472,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,667.0,42.0,709.0,2036.0,2036.0,7.00168e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::dev::172,validation,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41011.0,3774.0,44785.0,31410.0,65725.0,0.0057796872000000004,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,671.0,59.0,730.0,1197.0,1197.0,7.533680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::10772::72674eef,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,44359.0,4440.0,48799.0,40969.0,86120.0,0.0064348872,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,714.0,72.0,786.0,2407.0,2406.0,8.499680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::dev::1889,validation,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41441.0,6155.0,47596.0,39466.0,83922.0,0.0065065672,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,501.0,108.0,609.0,1787.0,1786.0,6.52568e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::11990,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,44970.0,5455.0,50425.0,49722.0,109098.0,0.006804627200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,657.0,78.0,735.0,1743.0,1742.0,7.869680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::4340,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38211.0,4231.0,42442.0,50400.0,101908.0,0.0055156472,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,565.0,77.0,642.0,1939.0,1939.0,6.55368e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::dev::9232,validation,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38476.0,4145.0,42621.0,29752.0,65589.0,0.005528667200000001,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,582.0,66.0,648.0,1435.0,1434.0,6.483680000000002e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::dev::7122,validation,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40957.0,4404.0,45361.0,32826.0,69151.0,0.0059485272,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,636.0,88.0,724.0,1637.0,1637.0,7.855680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::14388,test,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39109.0,4373.0,43482.0,33624.0,72448.0,0.005681127200000001,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,587.0,53.0,640.0,1554.0,1554.0,6.189680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::10028,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38808.0,3908.0,42716.0,35587.0,79221.0,0.0052629248,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,599.0,55.0,654.0,1535.0,1534.0,6.413680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::11420,test,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39904.0,3933.0,43837.0,33269.0,69191.0,0.0056692272,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,647.0,56.0,703.0,1378.0,1377.0,7.11368e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::4297,test,logiqa,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,36639.0,4726.0,41365.0,32840.0,70849.0,0.0054341672,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,506.0,57.0,563.0,1402.0,1401.0,5.16768e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::10127,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42243.0,4702.0,46945.0,36025.0,81490.0,0.006212007200000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,630.0,81.0,711.0,1700.0,1699.0,7.575680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::365,train,logiqa,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,41087.0,4357.0,45444.0,46753.0,105348.0,0.005953567200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,638.0,80.0,718.0,1860.0,1859.0,7.65968e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::9354,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38183.0,3664.0,41847.0,32729.0,70042.0,0.0053529672,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,614.0,53.0,667.0,1637.0,1636.0,6.56768e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::10794::289469c5,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41045.0,4391.0,45436.0,43527.0,95073.0,0.005957207200000001,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,633.0,57.0,690.0,1738.0,1737.0,6.945680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::10998::e273b956,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40831.0,4589.0,45420.0,40512.0,90909.0,0.0059826872000000005,35.0,neutral>neutral>neutral>neutral,,,complete,B,1.0,True,607.0,80.0,687.0,2355.0,2354.0,7.225680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::851,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38178.0,4269.0,42447.0,43578.0,95297.0,0.0055216672,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,553.0,65.0,618.0,2150.0,2149.0,6.049680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::6397,train,logiqa,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,36396.0,4278.0,40674.0,41834.0,91561.0,0.005274707200000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,0.0,False,504.0,67.0,571.0,1435.0,1434.0,5.419680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::3478,test,logiqa,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,44468.0,5279.0,49747.0,41542.0,87939.0,0.0066850672,35.0,neutral>neutral>neutral>neutral,,,complete,C,0.0,False,641.0,108.0,749.0,1945.0,1944.0,8.48568e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::9039,test,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38801.0,4167.0,42968.0,30120.0,66816.0,0.0055803272000000004,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,586.0,72.0,658.0,1606.0,1605.0,6.707680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::9940,test,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,51924.0,40869.0,92793.0,212983.0,260612.0,0.017623860800000002,35.0,neutral>neutral>neutral>neutral,,,complete,B,0.0,False,550.0,159.0,709.0,2151.0,2150.0,8.639680000000002e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::11550,test,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38110.0,3517.0,41627.0,28264.0,62572.0,0.0053015872,35.0,neutral>neutral>neutral>neutral,,,complete,A,1.0,True,620.0,61.0,681.0,1287.0,1286.0,6.875680000000002e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::1278,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36107.0,3295.0,39402.0,38265.0,82855.0,0.004959007200000001,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,578.0,53.0,631.0,2142.0,2141.0,6.063680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::train::10307,train,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38627.0,3867.0,42494.0,35307.0,76801.0,0.0054719672,35.0,neutral>neutral>neutral>neutral,,,complete,C,1.0,True,600.0,60.0,660.0,1738.0,1737.0,6.56768e-05,1.0,1,0,0,False,,stop,False,0,,
logiqa2::test::426,test,logiqa,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,37447.0,4136.0,41583.0,34464.0,72391.0,0.0053820872,35.0,neutral>neutral>neutral>neutral,,,complete,D,1.0,True,544.0,77.0,621.0,1638.0,1637.0,6.259680000000001e-05,1.0,1,0,0,False,,stop,False,0,,
