task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error
mmlupro::test::10162,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41504.0,9848.0,51352.0,50235.0,113254.0,0.007180633600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::8526,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,44544.0,184801.0,229345.0,856640.0,1383205.0,0.0565930736,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::6774,validation,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,39605.0,13829.0,53434.0,91294.0,165417.0,0.0080294536,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::3217,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35511.0,8219.0,43730.0,51619.0,106357.0,0.0059206167999999995,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::8695,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41295.0,17299.0,58594.0,128361.0,196454.0,0.009237653600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::6418,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41603.0,51174.0,92777.0,293726.0,514613.0,0.0187657736,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4227,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,46006.0,14472.0,60478.0,87105.0,160663.0,0.009105633600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4556,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,57379.0,25228.0,82607.0,135417.0,261908.0,0.013709533600000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9877,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,46408.0,172472.0,218880.0,1045882.0,1790339.0,0.053103366400000004,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10434,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42167.0,15480.0,57647.0,106654.0,195253.0,0.008657236,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1739,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,52943.0,53964.0,106907.0,340326.0,560987.0,0.021134573600000005,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::6386,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,47870.0,24146.0,72016.0,136862.0,267218.0,0.0117592048,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::3540,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42282.0,8939.0,51221.0,63976.0,120391.0,0.0067891712,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::8442,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,50698.0,11364.0,62062.0,67942.0,145062.0,0.008892273600000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::3223,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,46764.0,9572.0,56336.0,77370.0,129269.0,0.0076992608,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1850,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41783.0,8172.0,49955.0,55146.0,112888.0,0.006750413600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9515,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,47988.0,33113.0,81101.0,194926.0,351456.0,0.014602593600000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10447,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42088.0,10565.0,52653.0,71288.0,137295.0,0.007287537600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4401,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,57883.0,28953.0,86836.0,192927.0,317674.0,0.014577231200000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::11564,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,63435.0,59463.0,122898.0,281766.0,541008.0,0.024143173600000005,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9986,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,48582.0,18436.0,67018.0,106460.0,202687.0,0.010576193600000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7471,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,39540.0,10638.0,50178.0,68146.0,132988.0,0.007126873600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::361,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39784.0,9241.0,49025.0,60473.0,122996.0,0.006682065600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::5532,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,40240.0,29762.0,70002.0,207296.0,339710.0,0.0125795936,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10972,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38761.0,7204.0,45965.0,46649.0,94488.0,0.005950924,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2130,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42920.0,9963.0,52883.0,70492.0,128465.0,0.007235457600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4097,test,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,55378.0,180254.0,235632.0,1060601.0,1789657.0,0.0566961808,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::5383,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39615.0,8267.0,47882.0,55478.0,106581.0,0.006368124000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1621,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,61939.0,30417.0,92356.0,226878.0,362519.0,0.0158008536,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7842,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,43131.0,15364.0,58495.0,84246.0,159538.0,0.008952893600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::11736,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41949.0,11179.0,53128.0,68775.0,139251.0,0.0076156136000000004,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::968,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,55668.0,11966.0,67634.0,83610.0,150447.0,0.009756633600000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1915,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,59142.0,45640.0,104782.0,313517.0,517051.0,0.0194434128,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4839,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42818.0,9484.0,52302.0,57093.0,118544.0,0.006911441600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2895,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,48437.0,13200.0,61637.0,82282.0,164144.0,0.0089668824,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2032,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41369.0,8572.0,49941.0,60992.0,118507.0,0.0068044536000000004,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7433,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,46815.0,11631.0,58446.0,75229.0,143600.0,0.0084234136,35.0,neutral>neutral>neutral>neutral,,
