task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error
math500::test/geometry/226.json,train,math,complete,3,1.0,1.0,1.0,1.0,21119.0,2111.0,23230.0,12992.0,30841.0,0.0016862104,21.0,neutral>neutral,,
math500::test/precalculus/990.json,validation,math,complete,3,1.0,1.0,1.0,1.0,22383.0,2443.0,24826.0,15094.0,35032.0,0.0027112792,21.0,neutral>neutral,,
math500::test/algebra/276.json,validation,math,complete,3,1.0,1.0,1.0,1.0,19677.0,2751.0,22428.0,16123.0,36239.0,0.0021201320000000003,21.0,neutral>neutral,,
math500::test/counting_and_probability/894.json,train,math,complete,3,1.0,1.0,1.0,1.0,19488.0,2371.0,21859.0,13492.0,31876.0,0.0018292176000000002,21.0,neutral>neutral,,
math500::test/algebra/1547.json,train,math,complete,3,1.0,1.0,1.0,1.0,18859.0,2450.0,21309.0,13966.0,32210.0,0.0016754696000000004,21.0,neutral>neutral,,
math500::test/intermediate_algebra/1102.json,test,math,complete,3,0.0,0.0,0.0,0.0,18338.0,2302.0,20640.0,14250.0,32766.0,0.0017893904000000002,21.0,neutral>neutral,,
math500::test/counting_and_probability/14.json,train,math,complete,3,1.0,1.0,1.0,1.0,16316.0,1460.0,17776.0,10894.0,24617.0,0.0010773728,21.0,neutral>neutral,,
math500::test/prealgebra/1787.json,test,math,complete,3,1.0,1.0,1.0,1.0,17787.0,2191.0,19978.0,12619.0,29151.0,0.0017689784000000002,21.0,neutral>neutral,,
math500::test/algebra/1184.json,test,math,complete,3,1.0,1.0,1.0,1.0,22127.0,3261.0,25388.0,19035.0,38243.0,0.002518124,21.0,neutral>neutral,,
math500::test/number_theory/156.json,train,math,complete,3,1.0,1.0,1.0,1.0,18755.0,2338.0,21093.0,13183.0,31593.0,0.0019632200000000003,21.0,neutral>neutral,,
math500::test/algebra/1787.json,train,math,complete,3,0.0,0.0,0.0,0.0,18860.0,2455.0,21315.0,13829.0,34277.0,0.0019404336,21.0,neutral>neutral,,
math500::test/counting_and_probability/913.json,validation,math,complete,3,1.0,1.0,1.0,1.0,16803.0,1828.0,18631.0,13289.0,29893.0,0.0015647016000000004,21.0,neutral>neutral,,
math500::test/number_theory/515.json,test,math,complete,3,1.0,1.0,1.0,1.0,19605.0,2935.0,22540.0,16094.0,37435.0,0.0028289128,21.0,neutral>neutral,,
