task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error
math500::test/number_theory/838.json,train,math,complete,3,1.0,1.0,1.0,1.0,21557.0,3675.0,25232.0,18102.0,43902.0,0.0031513384000000006,21.0,neutral>neutral,,
math500::test/algebra/2043.json,train,math,complete,3,0.0,0.0,0.0,0.0,19647.0,2668.0,22315.0,16011.0,35326.0,0.0030585800000000004,21.0,neutral>neutral,,
math500::test/algebra/2779.json,validation,math,complete,3,1.0,1.0,1.0,1.0,21746.0,3734.0,25480.0,18098.0,39463.0,0.0026499088,21.0,neutral>neutral,,
math500::test/algebra/858.json,validation,math,complete,3,1.0,1.0,1.0,1.0,18813.0,2667.0,21480.0,16810.0,34552.0,0.0020985832,21.0,neutral>neutral,,
math500::test/intermediate_algebra/1197.json,test,math,complete,3,0.0,0.0,0.0,0.0,22422.0,3654.0,26076.0,21682.0,47425.0,0.0037055984000000006,21.0,neutral>neutral,,
math500::test/algebra/351.json,train,math,complete,3,1.0,1.0,1.0,1.0,17937.0,2189.0,20126.0,13922.0,31374.0,0.0018069800000000003,21.0,neutral>neutral,,
math500::test/prealgebra/65.json,train,math,complete,3,1.0,1.0,1.0,1.0,18723.0,2485.0,21208.0,16258.0,35152.0,0.0029306648,21.0,neutral>neutral,,
math500::test/intermediate_algebra/1014.json,train,math,complete,3,1.0,1.0,1.0,1.0,19360.0,2637.0,21997.0,16462.0,35635.0,0.0020965168000000004,21.0,neutral>neutral,,
math500::test/number_theory/978.json,train,math,complete,3,1.0,1.0,1.0,1.0,17289.0,1964.0,19253.0,12878.0,28843.0,0.0016005752000000002,21.0,neutral>neutral,,
math500::test/algebra/2253.json,train,math,complete,3,0.0,0.0,0.0,0.0,17731.0,1921.0,19652.0,13282.0,30507.0,0.0015801688,21.0,neutral>neutral,,
math500::test/precalculus/695.json,test,math,complete,3,0.0,0.0,0.0,0.0,18406.0,2591.0,20997.0,15959.0,34842.0,0.002775472,21.0,neutral>neutral,,
math500::test/precalculus/1289.json,train,math,complete,3,1.0,1.0,1.0,1.0,16444.0,1560.0,18004.0,10828.0,25660.0,0.0012813472000000002,21.0,neutral>neutral,,
math500::test/prealgebra/1297.json,train,math,complete,3,1.0,1.0,1.0,1.0,18131.0,1947.0,20078.0,12461.0,29206.0,0.0016083256000000003,21.0,neutral>neutral,,
math500::test/number_theory/686.json,train,math,complete,3,1.0,1.0,1.0,1.0,18411.0,2749.0,21160.0,14660.0,35068.0,0.0021003864000000002,21.0,neutral>neutral,,
math500::test/intermediate_algebra/1544.json,train,math,complete,3,0.0,0.0,0.0,0.0,22033.0,4499.0,26532.0,30285.0,59361.0,0.0030974664000000002,21.0,neutral>neutral,,
math500::test/intermediate_algebra/2152.json,validation,math,complete,3,1.0,0.0,1.0,1.0,21609.0,3006.0,24615.0,18098.0,41133.0,0.0028659288,21.0,repair>neutral,,
math500::test/intermediate_algebra/1898.json,train,math,complete,3,1.0,1.0,1.0,1.0,18902.0,2454.0,21356.0,15029.0,34813.0,0.0018933488000000003,21.0,neutral>neutral,,
math500::test/intermediate_algebra/345.json,validation,math,complete,3,0.0,0.0,0.0,0.0,22443.0,3697.0,26140.0,25782.0,49714.0,0.0035625240000000005,21.0,neutral>neutral,,
math500::test/precalculus/356.json,validation,math,complete,3,1.0,1.0,1.0,1.0,17876.0,1941.0,19817.0,12774.0,29687.0,0.0016236304000000002,21.0,neutral>neutral,,
math500::test/algebra/1004.json,test,math,complete,3,1.0,1.0,1.0,1.0,15697.0,1543.0,17240.0,11490.0,26246.0,0.0011895688,21.0,neutral>neutral,,
math500::test/counting_and_probability/803.json,test,math,complete,3,1.0,1.0,1.0,1.0,17331.0,1837.0,19168.0,11170.0,27647.0,0.0016060184,21.0,neutral>neutral,,
math500::test/number_theory/132.json,train,math,complete,3,1.0,1.0,1.0,1.0,15309.0,1324.0,16633.0,10680.0,24759.0,0.0011441752000000002,21.0,neutral>neutral,,
math500::test/prealgebra/105.json,validation,math,complete,3,0.0,0.0,0.0,0.0,17321.0,1861.0,19182.0,13332.0,30922.0,0.0025421032,21.0,neutral>neutral,,
math500::test/prealgebra/954.json,train,math,complete,3,0.0,0.0,0.0,0.0,16950.0,1810.0,18760.0,11758.0,27406.0,0.0016153648000000003,21.0,neutral>neutral,,
math500::test/algebra/975.json,train,math,complete,3,1.0,1.0,1.0,1.0,19324.0,2691.0,22015.0,14625.0,35362.0,0.0020890352000000004,21.0,neutral>neutral,,
math500::test/geometry/226.json,train,math,complete,3,1.0,1.0,1.0,1.0,21895.0,2412.0,24307.0,16715.0,36273.0,0.0019142536,21.0,neutral>neutral,,
math500::test/precalculus/990.json,validation,math,complete,3,1.0,1.0,1.0,1.0,22382.0,2796.0,25178.0,17016.0,36017.0,0.002072392,21.0,neutral>neutral,,
math500::test/algebra/276.json,validation,math,complete,3,1.0,1.0,1.0,1.0,19851.0,2679.0,22530.0,15845.0,35790.0,0.0021418936000000004,21.0,neutral>neutral,,
math500::test/counting_and_probability/894.json,train,math,complete,3,1.0,1.0,1.0,1.0,19649.0,2320.0,21969.0,14309.0,34507.0,0.001995532,21.0,neutral>neutral,,
math500::test/algebra/1547.json,train,math,complete,3,1.0,1.0,1.0,1.0,19052.0,2586.0,21638.0,15213.0,33971.0,0.0018283776000000002,21.0,neutral>neutral,,
math500::test/intermediate_algebra/1102.json,test,math,complete,3,0.0,0.0,0.0,0.0,18688.0,2452.0,21140.0,15129.0,34463.0,0.0018628288000000002,21.0,neutral>neutral,,
math500::test/counting_and_probability/14.json,train,math,complete,3,1.0,1.0,1.0,1.0,16464.0,1463.0,17927.0,10518.0,24554.0,0.0012218640000000002,21.0,neutral>neutral,,
math500::test/prealgebra/1787.json,test,math,complete,3,1.0,1.0,1.0,1.0,17780.0,2206.0,19986.0,13805.0,30442.0,0.0016492672000000003,21.0,neutral>neutral,,
math500::test/algebra/1184.json,test,math,complete,3,1.0,1.0,1.0,1.0,21289.0,2778.0,24067.0,15843.0,35516.0,0.0021953176000000002,21.0,neutral>neutral,,
math500::test/number_theory/156.json,train,math,complete,3,1.0,1.0,1.0,1.0,18998.0,2507.0,21505.0,14413.0,33681.0,0.0020445600000000004,21.0,neutral>neutral,,
math500::test/algebra/1787.json,train,math,complete,3,0.0,0.0,0.0,0.0,19498.0,2611.0,22109.0,14104.0,34479.0,0.0020383104000000003,21.0,neutral>neutral,,
math500::test/counting_and_probability/913.json,validation,math,complete,3,1.0,1.0,1.0,1.0,16451.0,1645.0,18096.0,11821.0,27461.0,0.0014290584000000001,21.0,neutral>neutral,,
math500::test/number_theory/515.json,test,math,complete,3,1.0,1.0,1.0,1.0,20052.0,3048.0,23100.0,17689.0,39318.0,0.0024138464000000004,21.0,neutral>neutral,,
