task_id,split,domain,trajectory_status,completed_rounds,final_quality,quality_round_1,quality_round_2,quality_round_3,quality_round_4,quality_round_5,cumulative_input_tokens,cumulative_output_tokens,cumulative_total_tokens,cumulative_wall_clock_ms,cumulative_api_latency_ms,cumulative_cost_usd,cumulative_logical_calls,transitions,failure_reason,scoring_error
mmlupro::test::5632,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42888.0,13378.0,56266.0,104128.0,177438.0,0.007590083200000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9553,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41500.0,11452.0,52952.0,63529.0,124968.0,0.007348208,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::6910,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,43353.0,25460.0,68813.0,136620.0,263713.0,0.0112840056,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10162,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38791.0,10042.0,48833.0,68227.0,132544.0,0.006574148,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::8526,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,41854.0,343025.0,384879.0,1633175.0,2692572.0,0.10011527680000003,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::6774,validation,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,37713.0,31344.0,69057.0,186184.0,348477.0,0.012387788000000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::3217,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,34653.0,7816.0,42469.0,50813.0,101850.0,0.0053364248000000005,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::8695,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38656.0,19018.0,57674.0,138072.0,224471.0,0.008980720000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::6418,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39383.0,120668.0,160051.0,793739.0,1188536.0,0.037632308,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4227,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,42992.0,12952.0,55944.0,64677.0,133912.0,0.00788928,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4556,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,55393.0,33813.0,89206.0,153171.0,288786.0,0.015554308000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9877,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,40939.0,161175.0,202114.0,819185.0,1650544.0,0.049192108000000005,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10434,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36762.0,13803.0,50565.0,374428.0,1025386.0,0.007343168000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1739,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,48128.0,98278.0,146406.0,649750.0,1093854.0,0.032587408000000005,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::6386,train,mmlu_pro,complete,5,1.0,0.0,0.0,0.0,1.0,1.0,41318.0,126890.0,168208.0,796405.0,1294429.0,0.039645368,35.0,neutral>neutral>repair>neutral,,
mmlupro::test::3540,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36893.0,9458.0,46351.0,57128.0,114730.0,0.006074661600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::8442,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,45115.0,10604.0,55719.0,71426.0,143422.0,0.007616868000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::3223,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,44172.0,7095.0,51267.0,50800.0,100106.0,0.0063618352000000015,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1850,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39069.0,9346.0,48415.0,71315.0,136669.0,0.006418188,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9515,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,45045.0,38330.0,83375.0,232567.0,397247.0,0.015370348000000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10447,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38650.0,9592.0,48242.0,51834.0,107217.0,0.006428408,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4401,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,53806.0,29017.0,82823.0,135796.0,271188.0,0.013743385600000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::11564,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,56455.0,109851.0,166306.0,541535.0,979993.0,0.03699362800000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::9986,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,47420.0,25068.0,72488.0,141806.0,262546.0,0.011884118400000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7471,train,mmlu_pro,complete,5,0.0,0.0,0.0,0.0,0.0,0.0,37270.0,13419.0,50689.0,88265.0,147487.0,0.007218960000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::361,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36831.0,10469.0,47300.0,63185.0,125818.0,0.006419308000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::5532,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,36300.0,40296.0,76596.0,291401.0,466024.0,0.014696528000000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::10972,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35187.0,6127.0,41314.0,44018.0,92586.0,0.0048855800000000005,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2130,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,37557.0,12830.0,50387.0,91697.0,145662.0,0.007182028000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4097,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,54067.0,291951.0,346018.0,1422446.0,2499682.0,0.08731363760000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::5383,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,33880.0,6266.0,40146.0,46944.0,98134.0,0.004829328000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1621,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,61993.0,39031.0,101024.0,265000.0,490155.0,0.017658362400000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7842,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,39008.0,14600.0,53608.0,83455.0,167737.0,0.007880768,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::11736,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38108.0,9605.0,47713.0,64943.0,122857.0,0.006356168,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::968,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,54445.0,33755.0,88200.0,200730.0,301203.0,0.015264855200000002,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::1915,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,52549.0,63308.0,115857.0,451902.0,753248.0,0.023414748000000003,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::4839,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,35652.0,9204.0,44856.0,69078.0,124008.0,0.005900048000000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2895,test,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,47480.0,13680.0,61160.0,82696.0,159582.0,0.008405331200000001,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::2032,train,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,38625.0,7870.0,46495.0,54972.0,114645.0,0.005942748,35.0,neutral>neutral>neutral>neutral,,
mmlupro::test::7433,validation,mmlu_pro,complete,5,1.0,1.0,1.0,1.0,1.0,1.0,48059.0,11677.0,59736.0,75122.0,150750.0,0.008048482400000001,35.0,neutral>neutral>neutral>neutral,,
